grid_code,STATE_ABBR,latitude,longitude
22.0000000,MT,47.999962850000003,-115.682953139999995
12.0000000,MT,48.018550640000001,-115.552857050000000
11.0000000,MT,48.037018160000002,-115.422686580000004
11.0000000,MT,48.055365260000002,-115.292442149999999
11.0000000,MT,48.073591829999998,-115.162124199999994
11.0000000,MT,48.091697740000001,-115.031733149999994
21.0000000,MT,48.109682870000000,-114.901269429999999
11.0000000,MT,48.127547100000001,-114.770733469999996
11.0000000,MT,48.145290289999998,-114.640125699999999
11.0000000,MT,48.162912339999998,-114.509446560000001
11.0000000,MT,48.180413119999997,-114.378696489999996
21.0000000,MT,48.197792499999998,-114.247875919999998
21.0000000,MT,48.215050370000000,-114.116985290000002
12.0000000,MT,48.232186599999999,-113.986025040000001
11.0000000,MT,48.249201079999999,-113.854995619999997
11.0000000,MT,48.266093689999998,-113.723897469999997
11.0000000,MT,48.282864310000001,-113.592731029999996
11.0000000,MT,48.299512829999998,-113.461496749999995
21.0000000,MT,48.316039119999999,-113.330195079999996
21.0000000,MT,48.332443079999997,-113.198826460000006
21.0000000,MT,48.348724580000003,-113.067391360000002
22.0000000,MT,48.364883509999999,-112.935890220000005
21.0000000,MT,48.380919759999998,-112.804323499999995
21.0000000,MT,48.396833209999997,-112.672691639999996
21.0000000,MT,48.412623750000002,-112.540995120000005
21.0000000,MT,48.428291270000003,-112.409234389999995
31.0000000,MT,48.443835659999998,-112.277409899999995
31.0000000,MT,48.459256809999999,-112.145522119999995
31.0000000,MT,48.474554609999998,-112.013571510000006
31.0000000,MT,48.489728939999999,-111.881558540000000
31.0000000,MT,48.504779710000001,-111.749483679999997
31.0000000,MT,48.519706790000001,-111.617347379999998
31.0000000,MT,48.534510099999999,-111.485150110000006
31.0000000,MT,48.549189509999998,-111.352892359999998
31.0000000,MT,48.563744919999998,-111.220574580000005
31.0000000,MT,48.578176239999998,-111.088197249999993
31.0000000,MT,48.592483350000002,-110.955760850000004
31.0000000,MT,48.606666150000002,-110.823265849999999
31.0000000,MT,48.620724529999997,-110.690712719999993
31.0000000,MT,48.634658410000000,-110.558101949999994
31.0000000,MT,48.648467670000002,-110.425434010000004
31.0000000,MT,48.662152220000003,-110.292709380000005
31.0000000,MT,48.675711950000000,-110.159928550000004
31.0000000,MT,48.689146760000000,-110.027091999999996
31.0000000,MT,48.702456570000003,-109.894200209999994
31.0000000,MT,48.715641269999999,-109.761253670000002
31.0000000,MT,48.728700760000002,-109.628252860000003
